year,state,gender,false,true,total,%
1983,RI,M,2993,2714,5707,47.5556334326266
1983,SC,F,16579,1189,17768,6.691805493021162
1983,SC,M,13613,7130,20743,34.3730415079786
1983,SD,F,4088,328,4416,7.427536231884058
1983,SD,M,3099,2215,5314,41.682348513360935
1983,TN,F,25291,2284,27575,8.28286491387126
1983,TN,M,19603,12250,31853,38.45791605186324
1983,TX,F,119516,8744,128260,6.817402151878996
1983,TX,M,94930,47217,142147,33.217021815444575
1983,UT,F,14481,929,15410,6.028552887735237
1983,UT,M,11516,6699,18215,36.777381279165525
1983,VA,F,28449,2316,30765,7.528035104826913
1983,VA,M,21454,13534,34988,38.68183377157883
1983,VT,F,2473,259,2732,9.480234260614933
1983,VT,M,1834,1462,3296,44.35679611650485
1983,WA,F,25101,2168,27269,7.950419890718398
1983,WA,M,19250,12295,31545,38.97606593754953
1983,WI,F,28230,2253,30483,7.391004822360003
1983,WI,M,19062,14802,33864,43.710134656272146
1983,WV,F,9853,849,10702,7.933096617454681
1983,WV,M,7157,5267,12424,42.39375402446877
1983,WY,F,2823,221,3044,7.26018396846255
1983,WY,M,2264,1639,3903,41.99333845759672
1984,AK,F,3608,353,3961,8.911890936632163
1984,AK,M,2993,2005,4998,40.11604641856742
1984,AL,F,19960,1568,21528,7.283537718320327
1984,AL,M,16205,9168,25373,36.13289717416151
1984,AR,F,11741,1033,12774,8.086738687959919
1984,AR,M,9707,5485,15192,36.10452869931543
1984,AZ,F,19623,1461,21084,6.92942515651679
1984,AZ,M,15770,9095,24865,36.57751860044239
1984,CA,F,180356,12175,192531,6.323656969526985
1984,CA,M,141788,70615,212403,33.24576394872012
1984,CO,F,20041,1597,21638,7.380534245309178
1984,CO,M,15254,9663,24917,38.78075209696191
1984,CT,F,15146,1189,16335,7.278849097030915
1984,CT,M,11009,8161,19170,42.5717266562337
1984,DC,F,5226,442,5668,7.79816513761468
1984,DC,M,4954,2608,7562,34.4882306268183
1984,DE,F,2823,211,3034,6.9545154911008575
1984,DE,M,2174,1728,3902,44.2849820604818
1984,FL,F,57910,3720,61630,6.036021418140516
1984,FL,M,46442,24757,71199,34.771555780277815
1984,GA,F,33223,2451,35674,6.870549980377866
1984,GA,M,27316,14381,41697,34.489291795572825
1984,HI,F,4958,306,5264,5.813069908814589
1984,HI,M,4444,2617,7061,37.06273898881178
1984,IA,F,16511,1262,17773,7.1006583019186404
1984,IA,M,11749,8408,20157,41.71255643200873
1984,ID,F,5672,421,6093,6.909568357131134
1984,ID,M,4795,2891,7686,37.61384335154827
1984,IL,F,67755,4840,72595,6.6671258351126115
1984,IL,M,51578,30321,81899,37.022430066301176
1984,IN,F,30597,2689,33286,8.07847142942979
1984,IN,M,22987,14834,37821,39.221596467570926
1984,KS,F,14143,1136,15279,7.435041560311539
1984,KS,M,10820,6626,17446,37.980052734151094
1984,KY,F,20137,1792,21929,8.171827260705003
1984,KY,M,14918,9727,24645,39.46845201866505
1984,LA,F,28835,1898,30733,6.175771971496437
1984,LA,M,25018,10865,35883,30.278962182649167
1984,MA,F,31013,2443,33456,7.3021281683405075
1984,MA,M,20822,16574,37396,44.320248154882876
1984,MD,F,21242,1637,22879,7.1550329996940425
1984,MD,M,16519,10185,26704,38.140353505092875
1984,ME,F,5699,532,6231,8.53795538436848
1984,ME,M,4141,3179,7320,43.42896174863388
1984,MI,F,52409,3925,56334,6.967373167181454
1984,MI,M,39255,24482,63737,38.410970080173215
1984,MN,F,26363,2287,28650,7.982547993019197
1984,MN,M,17469,14159,31628,44.76729480207411
1984,MO,F,28906,2446,31352,7.8017351365144165
1984,MO,M,21831,13826,35657,38.774995092127774
1984,MS,F,14038,1001,15039,6.656027661413658
1984,MS,M,11980,5864,17844,32.86258686393185
1984,MT,F,4335,344,4679,7.351998290232956
1984,MT,M,3592,2219,5811,38.18619858888315
1984,NC,F,31653,2424,34077,7.113302227308742
1984,NC,M,24635,14468,39103,36.99971869166049
1984,ND,F,4443,329,4772,6.894383906119028
1984,ND,M,3254,2215,5469,40.50100566831231
1984,NE,F,9680,732,10412,7.030349596619286
1984,NE,M,6974,4951,11925,41.517819706498955
1984,NH,F,4923,422,5345,7.8952291861552855
1984,NH,M,3546,2890,6436,44.90366687383468
1984,NJ,F,36943,2162,39105,5.528704769211099
1984,NJ,M,27041,17288,44329,38.999300683525455
1984,NM,F,9120,690,9810,7.033639143730887
1984,NM,M,7145,4260,11405,37.35203857957036
1984,NV,F,4416,259,4675,5.540106951871658
1984,NV,M,3746,2367,6113,38.720759038115496
1984,NY,F,97781,6492,104273,6.2259645354022615
1984,NY,M,72552,44316,116868,37.91970428175377
1984,OH,F,63799,5358,69157,7.747588819642264
1984,OH,M,46492,30080,76572,39.283288930679625
1984,OK,F,19187,1476,20663,7.143202826307893
1984,OK,M,15787,8319,24106,34.51008047788932
1984,OR,F,14347,1306,15653,8.343448540215933
1984,OR,M,11318,7380,18698,39.46946197454273
1984,PA,F,63510,4502,68012,6.619420102334882
1984,PA,M,44570,31204,75774,41.18035209966479
1984,RI,F,4323,333,4656,7.1520618556701026
1984,RI,M,3181,2625,5806,45.21184981054082
1984,SC,F,16357,1270,17627,7.204856186532024
1984,SC,M,13549,7050,20599,34.22496237681441
1984,SD,F,4094,276,4370,6.315789473684211
1984,SD,M,3029,2218,5247,42.271774347246044
1984,TN,F,25270,2165,27435,7.891379624567159
1984,TN,M,19587,11825,31412,37.644849102253914
1984,TX,F,121285,9089,130374,6.971482043965821
1984,TX,M,95352,47430,142782,33.21847291675421
1984,UT,F,14031,904,14935,6.052895882156009
1984,UT,M,11344,6262,17606,35.567420197659885
1984,VA,F,28988,2366,31354,7.546086623716272
1984,VA,M,22217,13732,35949,38.19855906979332
1984,VT,F,2509,253,2762,9.160028964518464
1984,VT,M,1853,1422,3275,43.41984732824427
1984,WA,F,24824,2025,26849,7.542180341912176
1984,WA,M,19393,11979,31372,38.18373071528752
1984,WI,F,28477,2146,30623,7.007804591320249
1984,WI,M,19509,14529,34038,42.684646571478936
1984,WV,F,9172,804,9976,8.05934242181235
1984,WV,M,6773,4987,11760,42.406462585034014
1984,WY,F,2692,229,2921,7.839780896953099
1984,WY,M,2154,1518,3672,41.33986928104575
1985,AK,F,3594,382,3976,9.60764587525151
1985,AK,M,3012,2045,5057,40.438995451848925
1985,AL,F,20262,1525,21787,6.999586909625005
1985,AL,M,16805,8751,25556,34.242447957426826
1985,AR,F,11701,1003,12704,7.895151133501259
1985,AR,M,9911,5363,15274,35.1119549561346
1985,AZ,F,21422,1549,22971,6.743285011536285
1985,AZ,M,16879,9588,26467,36.22624400196471
1985,CA,F,189689,12439,202128,6.1540212142800605
1985,CA,M,151127,72289,223416,32.35623231997708
1985,CO,F,20398,1559,21957,7.100241380880812
1985,CO,M,15611,9578,25189,38.02453451903609
1985,CT,F,15858,1168,17026,6.860096323270293
1985,CT,M,11809,8118,19927,40.73869624128068
1985,DC,F,5212,474,5686,8.33626450932114
1985,DC,M,5050,2664,7714,34.534612393051596
1985,DE,F,2879,188,3067,6.129768503423541
1985,DE,M,2269,1752,4021,43.571250932603824
1985,FL,F,61257,3966,65223,6.080677061772687
1985,FL,M,49377,25215,74592,33.803893178893176
1985,GA,F,34500,2588,37088,6.977998274374461
1985,GA,M,28679,14515,43194,33.60420428763254
1985,HI,F,4580,323,4903,6.587803385682236
1985,HI,M,4472,2380,6852,34.7343841214244
1985,IA,F,16048,1198,17246,6.9465383277281685
1985,IA,M,11687,7689,19376,39.68311312964492
1985,ID,F,5569,434,6003,7.229718474096285
1985,ID,M,4528,2706,7234,37.40669062759193
1985,IL,F,68079,4895,72974,6.707868555924028
1985,IL,M,52693,29589,82282,35.96047738265963
1985,IN,F,31528,2511,34039,7.376832456887687
1985,IN,M,23215,14479,37694,38.411948851276065
1985,KS,F,13603,1049,14652,7.15943215943216
1985,KS,M,10898,6458,17356,37.20903433970961
1985,KY,F,19622,1631,21253,7.67421069966593
1985,KY,M,15261,9571,24832,38.543009020618555
1985,LA,F,28142,1930,30072,6.417930300611865
1985,LA,M,24967,10890,35857,30.370638926848315
1985,MA,F,32525,2433,34958,6.959780307797929
1985,MA,M,22263,16944,39207,43.2167725151121
1985,MD,F,22391,1719,24110,7.129821650767316
1985,MD,M,17591,10155,27746,36.59987025156779
1985,ME,F,5885,477,6362,7.497642250864509
1985,ME,M,4112,3109,7221,43.05497853482897
1985,MI,F,53219,4011,57230,7.008561943036868
1985,MI,M,41059,24111,65170,36.99708454810496
1985,MN,F,26387,2155,28542,7.550276785088641
1985,MN,M,17952,13703,31655,43.28858000315906
1985,MO,F,29722,2462,32184,7.649763857817549
1985,MO,M,22862,14041,36903,38.04839714928326
1985,MS,F,13703,1030,14733,6.99110839611756
1985,MS,M,11776,5595,17371,32.20885383685453
1985,MT,F,4070,301,4371,6.88629604209563
1985,MT,M,3493,2047,5540,36.94945848375451
1985,NC,F,32877,2659,35536,7.482552904097253
1985,NC,M,25941,14587,40528,35.99240031583103
1985,ND,F,4264,332,4596,7.2236727589208005
1985,ND,M,3329,2194,5523,39.72478725330436
1985,NE,F,9330,674,10004,6.737305077968812
1985,NE,M,7016,4696,11712,40.095628415300546
1985,NH,F,5465,459,5924,7.74814314652262
1985,NH,M,3782,3084,6866,44.91698223128459
1985,NJ,F,38068,2337,40405,5.783937631481252
1985,NJ,M,28936,17602,46538,37.82285444153165
1985,NM,F,8978,620,9598,6.459679099812461
1985,NM,M,7252,4361,11613,37.552742616033754
1985,NV,F,4505,299,4804,6.223980016652789
1985,NV,M,3827,2365,6192,38.19444444444444
1985,NY,F,100279,6521,106800,6.105805243445693
1985,NY,M,75398,45603,121001,37.688118280014216
1985,OH,F,64005,5056,69061,7.321063986910123
1985,OH,M,47596,29529,77125,38.2871961102107
1985,OK,F,18573,1538,20111,7.647556063845657
1985,OK,M,15435,8172,23607,34.61685093404498
1985,OR,F,14432,1204,15636,7.7001790739319524
1985,OR,M,11262,6949,18211,38.15825599912141
1985,PA,F,64597,4511,69108,6.527464258841234
1985,PA,M,46079,30978,77057,40.20140934632804
1985,RI,F,4502,308,4810,6.403326403326403
1985,RI,M,3336,2615,5951,43.942194589144684
1985,SC,F,16552,1279,17831,7.172901127250294
1985,SC,M,14156,7204,21360,33.72659176029963
1985,SD,F,3867,266,4133,6.436002903459956
1985,SD,M,3018,2104,5122,41.07770402186646
1985,TN,F,25470,2297,27767,8.272409694961645
1985,TN,M,20333,11915,32248,36.94802778466882
1985,TX,F,123960,9325,133285,6.996286153730727
1985,TX,M,99337,47788,147125,32.48122344944775
1985,UT,F,13505,842,14347,5.86882275040078
1985,UT,M,11099,5915,17014,34.76548724579758
1985,VA,F,30528,2402,32930,7.294260552687519
1985,VA,M,23575,14222,37797,37.627324919967194
1985,VT,F,2468,248,2716,9.131075110456553
1985,VT,M,1837,1486,3323,44.71862774601264
1985,WA,F,25580,2056,27636,7.439571573310174
1985,WA,M,19834,11701,31535,37.10480418582527
1985,WI,F,28543,2083,30626,6.801410566185593
1985,WI,M,20106,14069,34175,41.167520117044624
1985,WV,F,9078,747,9825,7.603053435114504
1985,WV,M,6858,4725,11583,40.79254079254079
1985,WY,F,2578,180,2758,6.526468455402465
1985,WY,M,2101,1358,3459,39.259901705695285
1986,AK,F,3364,355,3719,9.545576767948374
1986,AK,M,2924,1845,4769,38.6873558397987
1986,AL,F,19751,1572,21323,7.372320967968859
1986,AL,M,16691,8602,25293,34.009409718103825
1986,AR,F,11393,1021,12414,8.224585145803125
1986,AR,M,9629,5137,14766,34.789381010429366
1986,AZ,F,21826,1592,23418,6.798189426936545
1986,AZ,M,17704,9507,27211,34.93807651317482
1986,CA,F,194440,13134,207574,6.327382042066926
1986,CA,M,155465,72875,228340,31.915126565647718
1986,CO,F,20212,1617,21829,7.4075770763663025
1986,CO,M,15625,9554,25179,37.944318678263635
1986,CT,F,16165,1154,17319,6.663202263410127
1986,CT,M,11970,8349,20319,41.08962055219253
1986,DC,F,5146,485,5631,8.61303498490499
1986,DC,M,4850,2648,7498,35.316084289143774
1986,DE,F,2931,246,3177,7.743153918791313
1986,DE,M,2322,1646,3968,41.48185483870967
1986,FL,F,62255,4140,66395,6.235409292868439
1986,FL,M,50872,25486,76358,33.37698734906624
1986,GA,F,34979,2687,37666,7.133754579727075
1986,GA,M,29470,14710,44180,33.29560887279312
1986,HI,F,4586,286,4872,5.870279146141215
1986,HI,M,4164,2332,6496,35.899014778325125
1986,IA,F,14780,1160,15940,7.277289836888332
1986,IA,M,11076,7066,18142,38.94829676992614
1986,ID,F,5191,361,5552,6.502161383285303
1986,ID,M,4237,2579,6816,37.837441314553985
1986,IL,F,66136,4786,70922,6.748258650348269
1986,IL,M,51695,28127,79822,35.23715266467891
1986,IN,F,30331,2518,32849,7.665377941489846
1986,IN,M,23132,13836,36968,37.42696386063623
1986,KS,F,13346,1146,14492,7.907811206182721
1986,KS,M,10965,6284,17249,36.431097454924924
1986,KY,F,19216,1735,20951,8.281227626366283
1986,KY,M,15033,8894,23927,37.17139633050529
1986,LA,F,26292,1909,28201,6.76926350129428
1986,LA,M,24071,9975,34046,29.298596017153262
1986,MA,F,32632,2438,35070,6.951810664385515
1986,MA,M,22604,16637,39241,42.3969827476364
1986,MD,F,22634,1883,24517,7.680385038952564
1986,MD,M,18080,10216,28296,36.104042974271984
1986,ME,F,5636,458,6094,7.515589104036757
1986,ME,M,4097,3150,7247,43.46626190147647
1986,MI,F,52475,4037,56512,7.143615515288788
1986,MI,M,40284,23557,63841,36.89948465719522
1986,MN,F,25471,2190,27661,7.917284263041828
1986,MN,M,17742,13015,30757,42.3155704392496
1986,MO,F,28848,2550,31398,8.121536403592586
1986,MO,M,22619,13345,35964,37.10655099543988
1986,MS,F,12815,934,13749,6.793221325187286
1986,MS,M,11687,5393,17080,31.574941451990636
1986,MT,F,3597,290,3887,7.460766658091073
1986,MT,M,3202,2012,5214,38.58841580360568
1986,NC,F,32939,2607,35546,7.334158555111686
1986,NC,M,26672,14207,40879,34.75378556226914
1986,ND,F,3966,296,4262,6.9450961989676205
1986,ND,M,3104,2042,5146,39.68130586863584
1986,NE,F,8813,705,9518,7.407018281151502
1986,NE,M,6811,4318,11129,38.799532752268846
1986,NH,F,5493,504,5997,8.404202101050526
1986,NH,M,4055,2931,6986,41.95533924992843
1986,NJ,F,39653,2329,41982,5.547615644800152
1986,NJ,M,29506,18077,47583,37.990458777294414
1986,NM,F,8817,655,9472,6.915118243243243
1986,NM,M,7148,4219,11367,37.116213600774174
1986,NV,F,4743,330,5073,6.505026611472502
1986,NV,M,4041,2338,6379,36.651512776297224
1986,NY,F,101512,6867,108379,6.336098321630574
1986,NY,M,76912,45259,122171,37.04561639014169
1986,OH,F,62742,5174,67916,7.618234289416338
1986,OH,M,47195,28326,75521,37.50744825942453
1986,OK,F,17310,1464,18774,7.7980185362735694
1986,OK,M,14985,7497,22482,33.3466773418735
1986,OR,F,14102,1252,15354,8.154226911553993
1986,OR,M,11117,6864,17981,38.17362771814693
1986,PA,F,63991,4723,68714,6.873417353086706
1986,PA,M,46801,30404,77205,39.38086911469465
1986,RI,F,4717,342,5059,6.760229294326941
1986,RI,M,3373,2606,5979,43.58588392707811
1986,SC,F,16446,1254,17700,7.084745762711863
1986,SC,M,13978,7103,21081,33.69384754043926
1986,SD,F,3775,283,4058,6.973878758008871
1986,SD,M,2893,1883,4776,39.426298157453935
1986,TN,F,25250,2293,27543,8.325164288566969
1986,TN,M,20082,11232,31314,35.86894041004024
1986,TX,F,122270,9321,131591,7.083311168696947
1986,TX,M,99394,46878,146272,32.0485123605338
1986,UT,F,13156,810,13966,5.799799513103251
1986,UT,M,10935,5570,16505,33.74734928809452
1986,VA,F,31182,2529,33711,7.502002313784819
1986,VA,M,23923,13898,37821,36.74678088892414
1986,VT,F,2494,224,2718,8.241353936718175
1986,VT,M,1851,1474,3325,44.33082706766917
1986,WA,F,25154,2033,27187,7.477838672895134
1986,WA,M,19901,11417,31318,36.45507375949933
1986,WI,F,27537,2115,29652,7.132739781464995
1986,WI,M,19760,13449,33209,40.498057755427745
1986,WV,F,8679,761,9440,8.061440677966102
1986,WV,M,6649,4469,11118,40.19607843137255
1986,WY,F,2207,177,2384,7.424496644295302
1986,WY,M,1837,1282,3119,41.10291760179545
1987,AK,F,3251,323,3574,9.037493005036373
1987,AK,M,2752,1693,4445,38.087739032620924
1987,AL,F,19916,1618,21534,7.513699266276586
1987,AL,M,16842,8480,25322,33.488665982149904
1987,AR,F,11236,1028,12264,8.382257012393998
1987,AR,M,9885,5065,14950,33.87959866220736
1987,AZ,F,22865,1551,24416,6.352391874180865
1987,AZ,M,18656,9716,28372,34.245030311574794
1987,CA,F,201787,13232,215019,6.1538747738571935
1987,CA,M,163815,74989,238804,31.40190281569823
1987,CO,F,19387,1597,20984,7.610560426991994
1987,CO,M,15514,9045,24559,36.829675475385805
1987,CT,F,16985,1249,18234,6.849840956454973
1987,CT,M,12728,8641,21369,40.43708175394263
1987,DC,F,5189,492,5681,8.660447104383032
1987,DC,M,5313,2698,8011,33.67869179877668
1987,DE,F,3161,260,3421,7.600116924875768
1987,DE,M,2336,1779,4115,43.23207776427703
1987,FL,F,65162,4228,69390,6.0930969880386225
1987,FL,M,53196,26288,79484,33.073322932917314
1987,GA,F,36377,2806,39183,7.161268917642856
1987,GA,M,30481,15054,45535,33.060283298561544
1987,HI,F,4537,312,4849,6.434316353887399
1987,HI,M,4443,2309,6752,34.197274881516584
1987,IA,F,14567,1066,15633,6.818908718736007
1987,IA,M,10754,6964,17718,39.304661925725256
1987,ID,F,4846,343,5189,6.610136827905184
1987,ID,M,4145,2411,6556,36.77547284929835
1987,IL,F,67598,4953,72551,6.82692175159543
1987,IL,M,53286,28437,81723,34.796813626518855
1987,IN,F,29536,2568,32104,7.999003239471716
1987,IN,M,23163,13794,36957,37.32445815407095
1987,KS,F,13075,1145,14220,8.052039381153305
1987,KS,M,10722,5812,16534,35.15180839482279
1987,KY,F,19201,1674,20875,8.019161676646707
1987,KY,M,14957,8936,23893,37.40007533587243
1987,LA,F,24487,1814,26301,6.897076156800122
1987,LA,M,22723,9432,32155,29.332918675167157
1987,MA,F,33349,2519,35868,7.022973123675699
1987,MA,M,23746,17045,40791,41.78617832364983
1987,MD,F,23593,1901,25494,7.456656468188594
1987,MD,M,18713,10399,29112,35.72066501786205
1987,ME,F,5689,501,6190,8.093699515347334
1987,ME,M,4084,3065,7149,42.87312910896629
1987,MI,F,53930,4024,57954,6.943437899023364
1987,MI,M,41418,23242,64660,35.94494277760594
1987,MN,F,24879,2104,26983,7.797502130971353
1987,MN,M,17776,12746,30522,41.760041936963496
1987,MO,F,28834,2403,31237,7.692800204885232
1987,MO,M,22546,13202,35748,36.93073738390959
1987,MS,F,12360,940,13300,7.067669172932331
1987,MS,M,11363,5011,16374,30.603395627213875
1987,MT,F,3571,254,3825,6.640522875816994
1987,MT,M,3049,1870,4919,38.015856881479976
1987,NC,F,34407,2841,37248,7.627255154639176
1987,NC,M,27014,14517,41531,34.95461221737979
1987,ND,F,3706,280,3986,7.024586051179127
1987,ND,M,3081,1929,5010,38.50299401197605
1987,NE,F,8538,690,9228,7.477243172951886
1987,NE,M,6559,4126,10685,38.61488067384183
1987,NH,F,5782,553,6335,8.729281767955802
1987,NH,M,4361,3218,7579,42.45942736508774
1987,NJ,F,41264,2284,43548,5.244787361072839
1987,NJ,M,31158,18748,49906,37.566625255480304
1987,NM,F,8861,649,9510,6.8243953732912725
1987,NM,M,7269,4110,11379,36.119166886369634
1987,NV,F,4936,371,5307,6.990766911626155
1987,NV,M,4329,2468,6797,36.31013682506988
1987,NY,F,104767,7024,111791,6.283153384440608
1987,NY,M,80376,45201,125577,35.99464870159345
1987,OH,F,62549,5137,67686,7.589457199420855
1987,OH,M,48025,28278,76303,37.060141803074586
1987,OK,F,16498,1418,17916,7.914713105603929
1987,OK,M,13622,7161,20783,34.45604580666891
1987,OR,F,14106,1199,15305,7.834041163018621
1987,OR,M,11189,6562,17751,36.96693144048223
1987,PA,F,64578,4621,69199,6.67784216534921
1987,PA,M,47396,30194,77590,38.914808609356875
1987,RI,F,4888,334,5222,6.396016851780926
1987,RI,M,3483,2734,6217,43.97619430593534
1987,SC,F,16837,1329,18166,7.315864802378069
1987,SC,M,14318,7108,21426,33.17464762438159
1987,SD,F,3747,310,4057,7.6411141237367515
1987,SD,M,2911,1825,4736,38.53462837837838
1987,TN,F,25876,2336,28212,8.280164469020274
1987,TN,M,20678,11558,32236,35.854324357860776
1987,TX,F,119604,9209,128813,7.149123147508403
1987,TX,M,97604,45768,143372,31.92255112574282
1987,UT,F,12556,836,13392,6.242532855436081
1987,UT,M,10483,5352,15835,33.798547521313544
1987,VA,F,32108,2611,34719,7.520377891068292
1987,VA,M,25207,14233,39440,36.08772819472617
1987,VT,F,2436,233,2669,8.729861371300112
1987,VT,M,1903,1398,3301,42.35080278703423
1987,WA,F,25082,2107,27189,7.749457501195336
1987,WA,M,20325,11393,31718,35.919667066019294
1987,WI,F,26803,2125,28928,7.345824115044247
1987,WI,M,19538,12890,32428,39.749599111878624
1987,WV,F,8326,746,9072,8.22310405643739
1987,WV,M,6430,4157,10587,39.26513648814584
1987,WY,F,1861,151,2012,7.504970178926442
1987,WY,M,1507,1116,2623,42.546702249332824
1988,AK,F,3000,271,3271,8.284928156527057
1988,AK,M,2617,1705,4322,39.44932901434521
1988,AL,F,19879,1731,21610,8.010180472003702
1988,AL,M,17367,8464,25831,32.76683055243699
1988,AR,F,11282,1075,12357,8.699522537832808
1988,AR,M,9691,5010,14701,34.079314332358344
1988,AZ,F,23449,1720,25169,6.833803488418293
1988,AZ,M,19324,10113,29437,34.35472364711078
1988,CA,F,214245,14042,228287,6.151029186944504
1988,CA,M,174088,78156,252244,30.984285057325444
1988,CO,F,19293,1557,20850,7.467625899280575
1988,CO,M,15310,8794,24104,36.483571191503486
1988,CT,F,17438,1300,18738,6.9377735083786956
1988,CT,M,13104,8592,21696,39.60176991150443
1988,DC,F,5660,529,6189,8.54742284698659
1988,DC,M,5565,2727,8292,32.88712011577424
1988,DE,F,3263,238,3501,6.798057697800629
1988,DE,M,2608,1814,4422,41.02216191768431
1988,FL,F,68399,4476,72875,6.142024013722127
1988,FL,M,57283,27097,84380,32.113059966816785
1988,GA,F,36930,3166,40096,7.8960494812450115
1988,GA,M,31599,15093,46692,32.32459521973786
1988,HI,F,4665,309,4974,6.212303980699638
1988,HI,M,4445,2331,6776,34.40082644628099
1988,IA,F,14457,1179,15636,7.540291634689179
1988,IA,M,10973,6733,17706,38.02665763018186
1988,ID,F,4848,378,5226,7.233065442020665
1988,ID,M,3985,2364,6349,37.23421011182864
1988,IL,F,68804,4870,73674,6.610201699378343
1988,IL,M,54709,28734,83443,34.43548290449768
1988,IN,F,31285,2635,33920,7.7682783018867925
1988,IN,M,24780,14030,38810,36.15047668126771
1988,KS,F,13194,1122,14316,7.837384744341995
1988,KS,M,10577,6080,16657,36.501170678993816
1988,KY,F,18737,1716,20453,8.389967241969392
1988,KY,M,14758,8858,23616,37.508468834688344
1988,LA,F,24549,1760,26309,6.689725949294918
1988,LA,M,22306,9264,31570,29.344314222363003
1988,MA,F,34574,2616,37190,7.034148964775477
1988,MA,M,24551,16919,41470,40.79816734989149
1988,MD,F,23875,2089,25964,8.04575566168541
1988,MD,M,19652,10983,30635,35.85115064468745
1988,ME,F,5624,506,6130,8.254486133768351
1988,ME,M,4238,3054,7292,41.88151398793198
1988,MI,F,53452,3959,57411,6.895891031335459
1988,MI,M,41571,23082,64653,35.70135956568141
1988,MN,F,25519,2068,27587,7.496284481821148
1988,MN,M,17953,12734,30687,41.49639912666602
1988,MO,F,29178,2478,31656,7.8278999241849885
1988,MO,M,23330,13175,36505,36.090946445692374
1988,MS,F,12459,1009,13468,7.491832491832493
1988,MS,M,11388,4995,16383,30.488921442959168
1988,MT,F,3225,300,3525,8.51063829787234
1988,MT,M,2909,1702,4611,36.91173281283886
1988,NC,F,35371,2960,38331,7.722209177949963
1988,NC,M,28569,14957,43526,34.36336902081514
1988,ND,F,3761,310,4071,7.614836649471875
1988,ND,M,2821,1824,4645,39.26803013993542
1988,NE,F,8367,682,9049,7.536744391645486
1988,NE,M,6658,4226,10884,38.82763689819919
1988,NH,F,6149,480,6629,7.240911147986122
1988,NH,M,4534,3173,7707,41.17036460360711
1988,NJ,F,42699,2557,45256,5.65007954746332
1988,NJ,M,32446,18976,51422,36.90249309634009
1988,NM,F,8664,650,9314,6.978741679192613
1988,NM,M,7347,4081,11428,35.71053552677634
1988,NV,F,5288,364,5652,6.4401981599433835
1988,NV,M,4669,2535,7204,35.18878400888396
1988,NY,F,107029,6911,113940,6.065473055994383
1988,NY,M,83591,46025,129616,35.50873348969263
1988,OH,F,63319,5276,68595,7.69152270573657
1988,OH,M,48725,28213,76938,36.66978606150407
1988,OK,F,16069,1332,17401,7.654732486638699
1988,OK,M,13884,6839,20723,33.00197847801959
1988,OR,F,14494,1187,15681,7.569670301638926
1988,OR,M,11673,6671,18344,36.36611426079372
1988,PA,F,65110,4766,69876,6.820653729463622
1988,PA,M,48870,30229,79099,38.216665191721766
1988,RI,F,4839,355,5194,6.834809395456295
1988,RI,M,3572,2732,6304,43.33756345177665
1988,SC,F,17393,1333,18726,7.118444942860195
1988,SC,M,15261,7206,22467,32.07370810522099
1988,SD,F,3457,266,3723,7.144775718506581
1988,SD,M,2944,1757,4701,37.37502659008722
1988,TN,F,26380,2529,28909,8.74814071742364
1988,TN,M,22074,11786,33860,34.80803307737744
1988,TX,F,118813,9409,128222,7.338054312052533
1988,TX,M,98569,45468,144037,31.56688906322681
1988,UT,F,12784,782,13566,5.764411027568922
1988,UT,M,10975,5269,16244,32.43659197242059
1988,VA,F,32965,2891,35856,8.0628067826863
1988,VA,M,25829,14265,40094,35.57888960941787
1988,VT,F,2360,258,2618,9.854851031321619
1988,VT,M,1896,1412,3308,42.68440145102781
1988,WA,F,25849,2040,27889,7.314711893578113
1988,WA,M,21098,11514,32612,35.30602232307126
1988,WI,F,26537,2109,28646,7.362284437617818
1988,WI,M,19594,12816,32410,39.54335081764888
1988,WV,F,7961,699,8660,8.071593533487299
1988,WV,M,6372,3978,10350,38.43478260869565
1988,WY,F,1715,135,1850,7.297297297297297
1988,WY,M,1549,1000,2549,39.23107100823853
1989,AK,F,3196,335,3531,9.487397337864628
1989,AK,M,2653,1699,4352,39.03952205882353
1989,AL,F,20765,1899,22664,8.378926932580304
1989,AL,M,18183,8854,27037,32.74771609276177
1989,AR,F,11389,1108,12497,8.866127870688965
1989,AR,M,10304,5037,15341,32.8335832083958
1989,AZ,F,23666,1755,25421,6.903741001534165
1989,AZ,M,20184,10082,30266,33.311306416440885
1989,CA,F,228612,15286,243898,6.267374066208005
1989,CA,M,187267,81469,268736,30.315625744224818
1989,CO,F,18932,1658,20590,8.052452646915977
1989,CO,M,15603,8586,24189,35.495473148952
1989,CT,F,17679,1436,19115,7.512424797279624
1989,CT,M,13355,8808,22163,39.741912196002346
1989,DC,F,1403,134,1537,8.718282368249836
1989,DC,M,9863,3270,13133,24.899109114444528
1989,DE,F,3382,306,3688,8.297180043383948
1989,DE,M,2747,1948,4695,41.49094781682641
1989,FL,F,72210,4796,77006,6.228086123159234
1989,FL,M,60723,28596,89319,32.01558459006482
1989,GA,F,38608,3236,41844,7.733486282382182
1989,GA,M,33631,15840,49471,32.01875846455499
1989,HI,F,4731,318,5049,6.2982768865121805
1989,HI,M,4593,2335,6928,33.70381062355658
1989,IA,F,14676,1181,15857,7.447814845178785
1989,IA,M,11450,6795,18245,37.243080295971495
1989,ID,F,4735,398,5133,7.7537502435223065
1989,ID,M,4271,2423,6694,36.19659396474455
